"","bathrooms","bedrooms","price","response","generalKey","day_since_created","Position_Label","dishwasher","doorman","elevator","hardwood","laundry","allowed.cats","cats.allowed","dogs.allowed","fitness.center"
"31364",3,3,14000,2,31364,424,"5",1,1,1,1,2,0,0,0,1
"31365",1,2,3350,1,31365,418,"1",0,0,0,0,0,0,0,0,0
"31366",1,1,2500,2,31366,382,"1",0,0,0,1,0,0,0,0,0
"31367",1,1,3600,2,31367,431,"1",1,1,1,1,4,0,1,1,1
"31368",2,2,5195,2,31368,429,"5",1,1,1,0,0,0,1,0,0
"31369",1,1,2495,2,31369,414,"5",0,0,0,0,0,1,1,1,0
"31370",1,0,1950,3,31370,428,"5",1,0,0,1,1,0,0,0,0
"31371",1,2,2350,3,31371,422,"2",1,0,1,1,1,0,0,0,0
"31372",1,0,2495,2,31372,427,"5",0,1,0,0,0,0,0,0,0
"31373",1,0,2725,2,31373,378,"2",0,1,0,0,0,1,1,1,1
"31374",1,3,4100,3,31374,425,"1",1,1,1,1,1,0,0,0,1
"31375",1,2,1850,3,31375,408,"5",0,0,0,1,0,0,0,0,0
"31376",1,3,4195,1,31376,406,"2",1,1,1,0,2,0,1,1,1
"31377",1,0,2075,3,31377,416,"1",0,1,1,0,1,0,0,0,0
"31378",1,0,2500,2,31378,429,"5",1,0,0,1,0,0,0,0,0
"31379",1,0,2395,2,31379,422,"5",0,1,1,0,1,0,0,0,1
"31380",1,1,2795,3,31380,389,"5",1,1,1,0,1,1,1,1,1
"31381",1,0,2000,2,31381,424,"1",0,1,0,0,1,0,0,0,0
"31382",1,2,3000,2,31382,431,"5",0,0,0,1,2,0,0,0,0
"31383",1,2,3200,2,31383,407,"1",0,0,0,1,0,0,0,0,0
"31384",2,2,4440,2,31384,415,"1",0,2,1,0,0,0,1,1,1
"31385",1,3,4200,2,31385,420,"1",1,1,1,1,0,0,0,0,0
"31386",1,2,3200,2,31386,416,"1",1,0,1,1,0,0,0,0,0
"31387",2,4,5200,3,31387,428,"2",1,1,1,1,2,0,0,0,1
"31388",1,1,2679,2,31388,409,"1",0,0,1,0,0,0,0,0,0
"31389",1,0,2900,3,31389,416,"1",0,1,1,0,1,0,0,0,0
"31390",2,3,3900,2,31390,419,"5",1,0,1,1,0,1,1,1,0
"31391",1,2,2650,2,31391,422,"7",0,0,1,1,1,0,0,0,0
"31392",1,1,2500,3,31392,421,"5",1,0,1,1,1,0,0,0,0
"31393",1,2,3800,2,31393,410,"1",1,0,0,1,0,0,0,0,0
"31394",1,1,2700,2,31394,429,"1",1,0,1,1,1,1,1,1,0
"31395",2,3,4900,2,31395,426,"1",1,1,1,1,2,1,1,1,1
"31396",1,1,2108,3,31396,378,"2",1,0,0,1,1,1,1,1,0
"31397",1,2,2450,1,31397,408,"5",0,0,1,1,1,0,0,0,0
"31398",1,0,2750,2,31398,423,"1",1,0,1,1,1,0,0,0,1
"31399",1,2,2895,1,31399,424,"2",1,1,1,1,1,0,0,0,1
"31400",1,2,3099,3,31400,423,"2",1,1,1,1,2,1,1,1,0
"31401",1,0,1750,3,31401,423,"5",0,0,1,1,0,0,1,0,0
"31402",1,1,1850,2,31402,428,"6",0,1,1,1,1,1,1,1,0
"31403",2,4,3895,2,31403,427,"7",0,0,1,0,0,0,0,0,0
"31404",1,1,2825,2,31404,378,"5",0,0,0,0,0,0,0,0,0
"31405",1,1,2295,2,31405,420,"1",0,0,0,0,0,0,0,0,0
"31406",2,4,6400,2,31406,415,"5",1,1,1,1,0,0,0,0,1
"31407",3,3,18000,2,31407,424,"5",1,1,1,1,2,1,1,1,0
"31408",1,3,3500,3,31408,399,"5",1,0,1,1,1,0,0,0,0
"31409",2,3,3900,2,31409,410,"2",0,0,0,0,0,1,1,1,0
"31410",1,0,1350,2,31410,414,"7",0,0,1,0,0,0,0,0,0
"31411",1,1,2200,2,31411,421,"1",0,0,1,1,0,1,1,1,0
"31412",1,2,2800,3,31412,432,"5",1,1,1,1,1,1,1,1,1
"31413",1,3,3450,3,31413,427,"2",1,0,1,1,2,0,0,0,1
"31414",3.5,3,18000,2,31414,375,"1",1,1,1,0,1,0,0,0,1
"31415",1,2,3000,1,31415,417,"5",1,0,1,1,0,0,0,0,0
"31416",1,2,1750,3,31416,422,"2",0,0,0,0,0,0,0,0,0
"31417",1,0,2770,2,31417,417,"1",0,0,0,0,0,0,0,0,0
"31418",1,1,2195,2,31418,432,"5",0,0,0,0,0,1,1,1,0
"31419",1,2,3450,3,31419,375,"5",1,1,1,1,1,1,1,1,0
"31420",1,1,3000,2,31420,428,"2",1,1,1,1,1,0,0,0,1
"31421",1,1,3240,2,31421,416,"1",1,0,0,1,0,0,0,0,0
"31422",1,1,4299,2,31422,409,"2",1,1,1,1,2,1,1,1,1
"31423",3,3,4100,2,31423,427,"7",1,1,1,1,0,0,0,0,1
"31424",1,2,2150,2,31424,424,"5",0,0,0,0,0,0,0,0,0
"31425",1,0,1400,2,31425,409,"7",0,0,0,1,0,1,1,1,0
"31426",2,4,6420,3,31426,428,"2",0,1,1,0,1,0,1,1,1
"31427",1,2,3595,1,31427,416,"1",0,0,0,1,0,0,0,0,0
"31428",2,3,6200,2,31428,413,"1",1,0,1,1,2,1,1,1,0
"31429",1,2,3500,2,31429,392,"1",1,0,0,1,0,0,0,0,0
"31430",4,4,55000,2,31430,420,"1",0,1,1,0,0,1,1,1,0
"31431",1,1,2900,2,31431,405,"1",0,1,0,0,0,1,1,1,0
"31432",1,2,3295,2,31432,409,"2",1,1,1,1,1,1,1,1,1
"31433",1,1,2950,2,31433,431,"1",1,1,1,0,1,0,0,0,1
"31434",1,1,3450,2,31434,411,"1",1,1,1,1,0,1,1,1,0
"31435",2,3,5200,1,31435,424,"1",1,1,1,1,1,1,1,1,1
"31436",2,2,5950,2,31436,427,"1",0,1,1,0,1,0,1,1,1
"31437",1,1,3195,2,31437,382,"1",0,1,1,0,1,0,0,0,0
"31438",1,1,2500,2,31438,410,"1",0,0,0,1,0,0,0,0,0
"31439",1,1,3900,2,31439,406,"1",1,0,0,1,1,0,0,0,0
"31440",2,2,5895,2,31440,428,"5",1,1,1,1,1,1,1,1,0
"31441",2,4,6500,2,31441,417,"5",0,0,0,0,0,0,0,0,0
"31442",1,1,2095,2,31442,418,"5",0,0,1,0,1,0,0,0,0
"31443",1,0,3450,2,31443,417,"2",1,1,1,0,1,1,1,1,1
"31444",0,3,5695,2,31444,415,"1",0,0,0,0,0,0,0,0,0
"31445",2,2,5250,2,31445,417,"5",0,1,0,0,0,1,1,1,1
"31446",3,3,8540,2,31446,425,"5",1,1,1,1,1,0,0,0,0
"31447",1,1,3507,2,31447,431,"1",1,1,1,1,1,1,1,1,1
"31448",1,1,1400,1,31448,400,"6",0,0,0,0,0,0,0,0,0
"31449",2,3,6250,2,31449,424,"1",1,0,0,1,1,1,1,1,0
"31450",2,2,2700,3,31450,415,"6",1,0,0,1,1,0,1,1,0
"31451",1,1,1700,3,31451,418,"6",0,0,1,1,2,1,1,1,0
"31452",1,1,2800,2,31452,422,"1",0,1,0,0,0,1,1,1,0
"31453",1,0,2595,2,31453,429,"1",0,0,0,1,0,0,0,0,0
"31454",1,1,2400,2,31454,411,"5",1,1,1,1,2,0,0,0,0
"31455",1,0,2325,3,31455,411,"1",0,0,1,1,1,0,0,0,0
"31456",1,2,1850,2,31456,391,"7",0,0,0,0,0,0,0,0,0
"31457",1,0,1500,2,31457,428,"7",0,0,1,1,0,1,1,1,0
"31458",1,2,3500,2,31458,404,"1",1,1,1,1,1,1,1,1,0
"31459",1,0,2790,1,31459,429,"1",1,1,1,1,0,1,1,1,0
"31460",1,1,2075,3,31460,420,"2",0,0,1,0,0,0,1,1,0
"31461",1,2,3200,2,31461,402,"1",0,0,0,0,0,0,1,1,0
"31462",1,0,1975,2,31462,423,"5",0,0,0,0,1,0,0,0,0
"31463",1,3,2500,2,31463,418,"6",0,0,0,1,0,1,1,1,0
"31464",1,3,3600,2,31464,408,"5",0,0,0,0,0,1,1,1,0
"31465",2,3,6000,2,31465,407,"5",1,1,1,1,0,1,1,1,0
"31466",1,0,1850,3,31466,410,"5",0,0,1,1,1,0,0,0,0
"31467",1,2,4390,3,31467,429,"5",1,1,0,1,1,1,1,1,1
"31468",1,0,1875,2,31468,415,"5",1,0,0,1,0,0,1,0,0
"31469",1,2,3495,3,31469,416,"1",1,0,1,1,2,1,1,1,0
"31470",1,1,1750,1,31470,423,"5",0,0,0,1,0,0,0,0,0
"31471",1,2,4225,2,31471,414,"1",0,1,0,0,0,0,0,0,0
"31472",1,1,3250,3,31472,431,"5",1,0,0,1,0,1,1,1,0
"31473",1,2,5194,2,31473,408,"1",0,0,0,0,0,0,1,1,0
"31474",1,1,3700,2,31474,381,"2",0,1,1,0,0,0,1,1,1
"31475",1,2,3350,3,31475,417,"2",0,1,1,0,1,0,1,1,1
"31476",1,1,4350,2,31476,418,"1",0,1,1,0,0,1,1,1,0
"31477",3,3,8000,2,31477,431,"5",1,1,1,0,2,0,0,0,1
"31478",2,3,6395,2,31478,429,"1",0,0,0,0,1,1,1,1,0
"31479",1,3,2995,2,31479,424,"6",0,0,0,1,0,0,0,0,0
"31480",1,2,2800,2,31480,417,"5",1,0,1,1,1,0,0,0,0
"31481",1,2,3415,2,31481,418,"5",1,1,1,1,1,0,1,0,1
"31482",1,1,3000,2,31482,419,"1",0,1,1,1,1,0,0,0,0
"31483",1,1,2995,3,31483,414,"5",1,1,1,1,2,0,0,0,0
"31484",1,1,3495,2,31484,424,"1",0,1,1,1,1,0,0,0,0
"31485",2,3,5500,2,31485,410,"1",1,0,0,1,0,0,0,0,0
"31486",1,3,4600,2,31486,432,"5",0,0,1,0,0,0,1,1,0
"31487",1,1,3250,2,31487,409,"5",0,0,1,0,0,1,1,1,0
"31488",1,1,1850,2,31488,392,"6",0,0,0,0,0,0,0,0,0
"31489",2,3,7000,3,31489,427,"2",1,1,1,1,2,1,1,1,0
"31490",1,2,3500,2,31490,431,"1",1,0,1,1,1,0,0,0,0
"31491",1,1,2960,2,31491,414,"5",1,1,1,1,0,1,1,1,1
"31492",1.5,4,3300,2,31492,413,"6",0,0,0,0,0,0,0,0,0
"31493",1,0,3295,2,31493,415,"1",1,1,1,0,1,1,1,1,0
"31494",1,0,2500,2,31494,415,"1",0,0,1,1,0,1,1,1,0
"31495",1,2,2500,3,31495,387,"5",0,0,0,0,0,0,0,0,0
"31496",1,1,4195,2,31496,422,"5",0,1,1,0,0,1,1,1,0
"31497",1,0,2225,2,31497,408,"5",0,0,0,0,0,0,0,0,0
"31498",1,1,2875,3,31498,410,"1",0,0,0,0,0,0,0,0,0
"31499",1,1,3350,2,31499,406,"1",0,0,0,0,0,0,0,0,0
"31500",1,2,4600,2,31500,419,"5",0,1,0,0,0,1,1,1,0
"31501",1,0,2880,2,31501,389,"1",1,1,1,1,2,0,0,0,1
"31502",2,2,6575,2,31502,420,"1",0,1,0,0,0,1,1,1,1
"31503",1,0,3900,2,31503,427,"1",0,0,0,0,0,1,1,1,0
"31504",1,0,1800,3,31504,416,"1",0,0,0,0,0,0,1,1,0
"31505",1,1,1500,1,31505,416,"7",0,0,0,0,0,0,1,1,0
"31506",1,2,3440,3,31506,429,"1",1,1,1,1,0,1,1,1,0
"31507",3,3,8500,2,31507,419,"5",0,1,1,0,0,0,1,1,0
"31508",1,0,2470,3,31508,420,"1",1,1,1,1,0,0,0,0,0
"31509",2,2,3995,3,31509,417,"1",1,1,1,1,2,1,1,1,1
"31510",1,0,2275,2,31510,427,"5",0,0,0,0,0,0,0,0,0
"31511",1,0,1795,2,31511,430,"5",0,0,1,1,0,0,0,0,0
"31512",1,0,2677,2,31512,409,"5",1,1,1,0,1,0,1,1,1
"31513",1,1,2700,2,31513,428,"5",0,0,0,1,0,0,0,0,0
"31514",1,0,1475,1,31514,415,"6",0,0,1,0,1,0,0,0,0
"31515",1,1,5500,2,31515,408,"1",1,1,1,0,1,1,1,1,0
"31516",1,2,2200,2,31516,381,"7",0,0,0,1,0,0,0,0,0
"31517",1,2,2725,3,31517,408,"2",1,1,1,1,1,1,1,1,1
"31518",1,1,2400,1,31518,431,"5",0,0,1,0,1,0,0,0,0
"31519",1,1,4600,2,31519,428,"5",0,0,1,0,0,0,1,1,0
"31520",1,0,2300,1,31520,409,"2",1,1,1,1,2,1,1,1,1
"31521",1,2,5194,2,31521,419,"1",0,0,0,0,0,0,1,1,0
"31522",1,0,2400,2,31522,416,"1",0,0,0,1,0,1,1,1,0
"31523",1,0,2400,2,31523,379,"5",0,0,0,0,1,1,1,1,0
"31524",1,2,3550,3,31524,423,"1",1,1,1,1,1,1,1,1,1
"31525",1,2,3200,2,31525,431,"1",1,1,1,0,1,0,0,0,0
"31526",1,1,2595,3,31526,410,"5",0,0,0,1,0,1,1,1,0
"31527",1,1,3400,2,31527,420,"1",1,0,0,1,1,0,0,0,0
"31528",1,3,5500,2,31528,398,"1",0,1,0,1,1,0,0,0,0
"31529",1,1,1700,3,31529,408,"7",0,0,0,0,0,0,0,0,0
"31530",2,3,4950,2,31530,409,"1",0,1,1,0,1,0,0,0,1
"31531",2,3,5175,3,31531,431,"1",0,0,1,0,0,0,1,1,0
"31532",1,2,5800,2,31532,414,"5",1,1,1,0,1,0,0,0,1
"31533",4,3,20000,2,31533,410,"5",1,1,1,1,2,0,0,0,1
"31534",3,3,11200,2,31534,409,"5",1,1,1,1,2,0,0,0,0
"31535",1,0,2375,2,31535,424,"5",0,1,1,1,1,0,0,0,0
"31536",1,0,2885,2,31536,389,"1",1,1,1,0,1,0,1,1,1
"31537",3,4,10175,2,31537,417,"5",0,1,1,0,1,0,0,0,1
"31538",1,3,7250,2,31538,413,"5",0,0,0,1,2,0,0,0,0
"31539",1,0,2600,2,31539,413,"1",1,1,1,1,1,0,0,0,1
"31540",2,4,3895,2,31540,375,"7",0,0,1,0,0,0,0,0,0
"31541",1,1,4077,2,31541,409,"1",0,0,0,0,0,0,1,1,0
"31542",1,2,3415,3,31542,409,"1",0,1,1,0,1,1,1,1,1
"31543",1,2,2980,1,31543,418,"1",0,0,0,1,1,0,0,0,0
"31544",2,3,3436,2,31544,414,"5",0,0,0,0,0,0,1,1,0
"31545",2.5,3,16900,2,31545,417,"5",0,1,1,0,1,0,0,0,1
"31546",1,1,2200,1,31546,427,"2",0,0,0,0,0,0,1,1,0
"31547",1,1,3299,3,31547,406,"5",1,0,0,1,1,1,1,1,0
"31548",1,1,1700,1,31548,416,"2",0,0,1,0,0,0,1,1,0
"31549",1,0,2095,3,31549,412,"1",0,1,1,1,0,0,1,1,0
"31550",1,0,2795,2,31550,415,"1",1,0,1,0,0,1,1,1,0
"31551",1,3,3780,2,31551,410,"2",1,0,1,1,1,1,1,1,1
"31552",1,0,3992,3,31552,424,"1",1,1,1,1,1,1,1,1,1
"31553",2,2,6100,2,31553,409,"1",1,1,1,1,2,0,0,0,1
"31554",1,1,1905,3,31554,429,"1",0,0,0,0,0,0,0,0,0
"31555",1,0,2700,2,31555,421,"5",0,1,1,0,0,1,1,1,0
"31556",1.5,1,4400,2,31556,415,"5",0,1,1,1,1,1,1,1,1
"31557",1,2,3000,2,31557,422,"5",0,0,0,0,0,0,0,0,0
"31558",1,1,2495,2,31558,411,"1",0,0,1,1,0,0,1,0,0
"31559",1,2,3750,2,31559,431,"5",0,0,0,0,0,0,1,1,0
"31560",1,1,3300,2,31560,412,"1",0,0,0,1,0,0,0,0,0
"31561",1.5,2,4395,2,31561,431,"5",1,1,1,1,1,0,0,0,0
"31562",2,2,6890,2,31562,376,"5",0,1,1,1,1,1,1,1,1
"31563",1,2,3500,3,31563,399,"5",1,1,1,1,1,1,1,1,1
"31564",1,0,3969,2,31564,414,"2",1,1,1,0,1,0,1,1,1
"31565",1,2,4900,3,31565,429,"5",0,1,0,0,0,1,1,1,0
"31566",1,2,3990,1,31566,408,"1",1,1,1,1,1,1,1,1,1
"31567",2,3,5000,2,31567,413,"1",1,1,1,1,2,0,0,0,0
"31568",1,2,3600,2,31568,423,"5",0,0,1,0,0,0,0,0,0
"31569",1,1,1895,2,31569,431,"5",0,0,0,1,0,0,0,0,0
"31570",1,1,2650,2,31570,407,"5",0,0,0,0,0,0,0,0,0
"31571",1,2,2700,1,31571,431,"7",1,0,1,1,2,1,1,1,0
"31572",1,1,3500,3,31572,429,"1",1,1,1,1,1,1,1,1,1
"31573",1,0,2000,3,31573,391,"5",0,0,1,0,0,0,1,1,0
"31574",1,0,3000,3,31574,430,"1",1,1,0,1,1,1,1,1,0
"31575",1,2,2100,3,31575,422,"5",1,0,0,0,0,0,0,0,0
"31576",1,1,2250,2,31576,432,"1",0,0,0,1,0,0,0,0,0
"31577",2,4,4695,2,31577,420,"2",1,0,1,1,2,1,1,1,0
"31578",1,0,4195,2,31578,388,"1",1,1,1,0,0,0,1,1,1
"31579",2,3,4500,3,31579,406,"5",1,1,1,1,2,1,1,1,0
"31580",1,1,3000,3,31580,411,"1",0,1,1,0,1,0,0,0,0
"31581",1,2,4500,2,31581,419,"1",1,1,1,1,1,1,1,1,0
"31582",1,1,3937,2,31582,413,"1",1,0,0,1,0,0,0,0,0
"31583",1,1,3860,2,31583,408,"1",0,1,1,0,1,0,1,1,1
"31584",1,0,2500,3,31584,419,"2",1,1,1,1,1,1,1,1,1
"31585",3,4,14000,2,31585,416,"5",1,1,1,1,2,0,0,0,0
"31586",3,3,6900,2,31586,429,"5",1,0,0,1,1,0,0,0,0
"31587",1,0,2350,3,31587,428,"5",1,1,1,1,1,0,1,1,0
"31588",1,1,3000,3,31588,423,"1",1,1,1,1,2,1,1,1,1
"31589",1,0,2550,3,31589,420,"1",0,1,1,1,1,0,0,0,0
"31590",1,1,3150,2,31590,430,"5",0,0,1,0,1,0,0,0,0
"31591",1,3,4995,2,31591,414,"2",0,0,0,0,0,0,1,1,0
"31592",1,2,3600,2,31592,429,"1",0,0,1,1,0,0,1,0,0
"31593",1,2,2450,2,31593,426,"7",0,1,1,1,1,1,1,1,0
"31594",1,2,3798,3,31594,429,"5",1,1,1,1,2,0,0,0,0
"31595",1,0,2600,2,31595,414,"1",1,1,1,1,1,1,1,1,1
"31596",1.5,2,4300,2,31596,413,"5",1,1,1,1,1,0,0,0,0
"31597",2,2,2075,2,31597,420,"7",0,1,1,0,1,0,0,0,0
"31598",1,1,3300,2,31598,422,"5",0,0,0,0,0,0,0,0,0
"31599",1,0,2450,1,31599,415,"1",0,1,1,1,1,0,0,0,0
"31600",2,3,4892,3,31600,430,"1",1,1,1,1,1,1,1,1,1
"31601",1,1,3590,2,31601,422,"1",1,1,1,1,2,1,1,1,1
"31602",1,2,3300,2,31602,428,"1",0,0,0,0,1,0,0,0,0
"31603",1,1,3200,2,31603,410,"1",0,0,1,1,0,0,0,0,0
"31604",1,1,2400,2,31604,413,"5",0,0,1,1,1,0,1,0,0
"31605",1,2,2990,2,31605,421,"2",0,1,1,0,1,0,0,0,0
"31606",1,1,3000,2,31606,379,"5",1,0,0,1,1,0,0,0,0
"31607",1,0,2250,3,31607,423,"1",0,0,0,0,1,0,0,0,0
"31608",1,1,2500,3,31608,413,"2",1,0,0,1,2,0,0,0,0
"31609",1,3,5595,2,31609,432,"1",1,0,1,1,1,0,0,0,0
"31610",1,1,3937,3,31610,429,"1",1,1,1,1,1,1,1,1,1
"31611",1,1,2000,2,31611,428,"6",0,0,1,0,0,1,1,1,0
"31612",1,2,3550,2,31612,420,"1",0,0,0,0,0,1,1,1,0
"31613",1,1,2995,2,31613,421,"1",1,0,0,1,1,0,0,0,0
"31614",1,1,4675,2,31614,387,"1",1,1,1,1,2,0,0,0,0
"31615",1,2,1800,1,31615,395,"5",0,0,0,0,0,1,1,1,0
"31616",1,2,3050,2,31616,422,"1",1,1,1,1,1,0,0,0,0
"31617",1,1,4000,2,31617,429,"1",0,1,1,1,0,1,1,1,1
"31618",1,1,2750,3,31618,423,"5",1,0,0,1,1,0,0,0,0
"31619",1,0,2185,2,31619,416,"5",0,0,0,0,0,0,0,0,0
"31620",2,3,6275,2,31620,413,"5",1,1,1,1,2,1,1,1,1
"31621",2,2,5584,2,31621,422,"1",0,0,0,0,0,1,1,1,0
"31622",2,2,7450,2,31622,427,"1",0,1,1,0,1,0,0,0,1
"31623",1,0,1850,2,31623,400,"6",0,0,0,1,0,0,0,0,0
"31624",1,1,1750,2,31624,407,"6",0,0,0,0,0,0,0,0,0
"31625",2,2,3700,3,31625,429,"2",0,0,0,0,0,1,1,1,0
"31626",1,2,5395,3,31626,410,"1",0,0,1,1,0,0,1,0,0
"31627",0,3,2650,2,31627,420,"7",0,0,0,0,0,0,0,0,0
"31628",1,1,2995,2,31628,382,"5",0,0,1,0,0,0,0,0,0
"31629",1,0,2850,2,31629,426,"1",0,1,1,0,1,0,1,1,1
"31630",1,1,4195,2,31630,424,"1",1,0,1,0,0,0,1,1,0
"31631",1,1,2395,2,31631,422,"6",1,0,0,1,1,0,0,0,0
"31632",1,3,6500,1,31632,426,"1",1,0,0,1,1,0,0,0,0
"31633",1,1,3455,2,31633,391,"5",0,0,0,0,0,0,1,1,0
"31634",1,1,2750,3,31634,428,"1",1,0,1,1,1,0,0,0,0
"31635",1,0,2000,2,31635,426,"2",0,0,0,0,0,1,1,1,0
"31636",1,2,2400,2,31636,420,"1",0,0,0,0,0,1,1,1,0
"31637",1,0,2400,2,31637,421,"5",0,0,1,1,1,1,1,1,0
"31638",1,2,4200,3,31638,432,"1",1,1,1,1,1,0,0,0,0
"31639",2,4,5500,2,31639,416,"5",0,0,0,0,0,0,0,0,0
"31640",2,3,4950,2,31640,432,"5",0,1,1,1,0,0,0,0,0
"31641",1,4,5500,3,31641,404,"1",1,1,1,0,1,0,1,1,1
"31642",1,1,3675,2,31642,427,"1",0,1,1,0,1,0,0,0,1
"31643",1,3,2950,2,31643,391,"7",0,0,0,0,0,0,0,0,0
"31644",3,3,15000,2,31644,408,"1",1,1,1,1,2,1,1,1,1
"31645",1,1,2495,3,31645,414,"5",1,0,1,1,1,0,0,0,0
"31646",1,1,2700,2,31646,414,"5",1,0,1,1,0,0,0,0,0
"31647",1,0,2600,2,31647,422,"1",1,1,1,1,2,1,1,1,1
"31648",1,0,2350,2,31648,420,"1",0,1,1,1,1,1,1,1,0
"31649",1,2,2388,3,31649,417,"5",1,0,0,0,0,0,1,1,0
"31650",1,1,2550,2,31650,432,"1",0,0,0,0,0,1,1,1,0
"31651",1,0,3201,2,31651,393,"5",1,1,1,0,0,1,1,1,0
"31652",1,3,3650,2,31652,427,"5",0,0,0,0,0,0,0,0,0
"31653",1,0,2375,3,31653,431,"1",1,1,0,1,2,0,0,0,1
"31654",1,2,2950,2,31654,422,"2",0,0,0,0,0,1,1,1,0
"31655",1,1,2800,2,31655,430,"5",0,0,1,1,1,0,0,0,0
"31656",1,0,3090,2,31656,408,"2",1,1,1,1,2,0,0,0,1
"31657",1,0,2200,1,31657,432,"5",1,1,1,1,1,0,0,0,1
"31658",3,3,8165,2,31658,424,"5",1,1,1,1,2,1,1,1,0
"31659",1,0,1575,1,31659,429,"7",0,0,1,1,1,1,1,1,0
"31660",1,3,4450,2,31660,417,"1",1,1,1,1,2,1,1,1,1
"31661",1,0,2625,2,31661,416,"1",1,1,1,1,0,0,0,0,0
"31662",1,0,1925,1,31662,431,"1",0,0,1,1,0,1,1,1,0
"31663",1,1,2950,2,31663,423,"2",0,0,0,0,0,0,0,0,0
"31664",1,2,3200,3,31664,414,"5",1,1,1,1,1,1,1,1,0
"31665",2,3,5000,2,31665,421,"2",1,1,1,1,2,0,0,0,1
"31666",2,2,5570,2,31666,406,"1",0,1,1,0,0,0,0,0,0
"31667",1,2,2585,3,31667,412,"1",0,1,0,1,0,0,0,0,0
"31668",1,0,3395,2,31668,415,"1",0,1,1,0,1,0,1,1,1
"31669",1,1,3395,1,31669,432,"5",1,1,1,1,2,0,0,0,0
"31670",1,1,4000,2,31670,405,"1",1,1,1,1,1,0,0,0,1
"31671",1,1,2200,2,31671,418,"1",0,0,0,0,0,0,0,0,0
"31672",1,3,2500,3,31672,387,"7",0,0,1,1,1,0,1,1,0
"31673",1,1,2675,2,31673,415,"5",1,0,0,1,0,0,0,0,0
"31674",1.5,3,4500,2,31674,409,"1",0,1,1,0,1,0,0,0,1
"31675",2,2,7297,2,31675,413,"1",0,1,1,0,1,0,0,0,1
"31676",1,1,1795,2,31676,431,"7",1,0,0,0,0,0,0,0,0
"31677",1,0,2900,2,31677,410,"5",1,1,1,1,1,0,0,0,1
"31678",1,1,2150,2,31678,420,"5",0,0,0,0,0,0,0,0,0
"31679",1,2,5850,2,31679,419,"2",0,0,1,0,0,0,1,1,0
"31680",1,3,4200,3,31680,422,"1",1,1,1,1,1,0,0,0,0
"31681",1,2,3200,1,31681,429,"1",0,0,0,1,0,0,0,0,0
"31682",1,1,3646,2,31682,426,"1",1,1,1,0,1,0,1,1,1
"31683",1,2,3395,2,31683,420,"5",0,0,0,0,0,1,1,1,0
"31684",2,2,7350,3,31684,426,"5",0,1,0,0,0,1,1,1,0
"31685",1,1,2300,2,31685,432,"1",0,0,0,0,0,0,0,0,0
"31686",1,2,3700,3,31686,410,"1",0,0,0,0,0,0,0,0,0
"31687",2,2,4395,3,31687,420,"5",1,1,1,1,4,0,0,0,1
"31688",1,1,2650,2,31688,422,"1",1,0,0,1,0,0,0,0,0
"31689",1,2,2300,3,31689,406,"7",0,0,0,0,0,1,1,1,0
"31690",1,2,3200,2,31690,409,"1",0,1,1,1,1,1,1,1,1
"31691",2.5,2,7450,2,31691,427,"1",1,1,1,0,1,0,1,1,1
"31692",1,2,2900,3,31692,407,"2",0,0,0,0,0,0,0,1,0
"31693",1,2,3300,3,31693,390,"5",1,1,1,1,2,1,1,1,1
"31694",2,3,7000,2,31694,416,"5",0,1,1,0,1,0,0,0,0
"31695",1,1,2725,3,31695,426,"1",0,0,1,0,0,0,0,0,0
"31696",1,0,2595,2,31696,431,"1",1,1,1,1,1,1,1,1,1
"31697",1,2,2595,1,31697,414,"5",0,0,0,0,0,0,0,0,0
"31698",1,3,3425,2,31698,428,"5",0,1,0,0,0,0,0,0,0
"31699",1,3,2400,3,31699,415,"2",0,0,0,0,0,0,0,0,0
"31700",1,0,2300,1,31700,422,"1",1,1,1,1,1,0,0,0,1
"31701",1,1,2895,2,31701,381,"5",1,0,0,1,0,0,0,0,0
"31702",1,0,2150,3,31702,424,"1",0,0,1,0,1,0,1,1,0
"31703",1,1,1700,3,31703,413,"5",0,0,0,0,0,0,1,1,0
"31704",1,2,3550,2,31704,420,"1",0,0,0,1,0,0,0,0,0
"31705",1,1,2075,2,31705,415,"7",0,0,0,0,0,1,1,1,0
"31706",2,3,5495,2,31706,409,"1",1,0,0,1,1,1,1,1,0
"31707",1,0,2350,2,31707,424,"1",0,0,0,0,0,1,1,1,0
"31708",1,2,3100,2,31708,411,"5",0,0,1,0,0,0,0,0,0
"31709",2,2,5000,2,31709,415,"2",1,1,1,1,1,0,0,0,1
"31710",1,3,4500,3,31710,411,"1",1,1,1,1,1,1,1,1,1
"31711",1,1,2725,2,31711,427,"5",1,1,1,1,1,0,0,0,0
"31712",1,0,5500,2,31712,411,"5",0,0,0,1,0,1,1,1,0
"31713",3,2,9100,2,31713,411,"1",1,1,0,0,1,0,0,0,0
"31714",1,3,4795,2,31714,431,"1",1,0,1,1,1,0,0,0,0
"31715",2,4,5600,3,31715,407,"1",1,1,1,1,1,1,1,1,0
"31716",2,2,3995,2,31716,429,"1",0,0,0,0,0,1,1,1,0
"31717",1,0,1750,2,31717,416,"7",0,0,1,0,1,0,0,0,0
"31718",2,3,4350,2,31718,404,"5",1,0,0,1,1,0,0,0,0
"31719",1,3,4725,3,31719,417,"2",0,1,1,0,1,0,0,0,0
